Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
316.97,28.71,29.00,29
318.00,28.71,29.00,29
319.02,28.80,29.00,7
320.05,28.71,29.00,65
321.08,28.71,29.00,47
322.10,28.71,29.00,29
323.13,28.80,29.00,25
324.15,28.80,29.00,7
325.18,28.71,29.00,47
326.20,28.80,29.00,7
327.23,28.80,29.00,7
328.26,28.80,29.00,7
329.28,28.80,29.00,25
330.31,28.80,29.00,25
331.33,28.80,29.00,25
332.36,28.80,29.00,25
333.38,28.71,29.00,47
334.41,28.80,29.00,7
335.44,28.80,29.00,25
336.46,28.80,29.00,25
337.49,28.80,29.00,7
338.51,28.80,29.00,25
339.54,28.80,29.00,25
340.57,28.80,29.00,25
341.59,28.89,29.00,22
342.62,28.89,29.00,4
343.64,28.80,29.00,25
344.67,28.80,29.00,25
345.69,28.80,29.00,98
346.72,28.80,29.00,25
347.75,28.80,29.00,25
348.77,28.89,29.00,4
349.80,28.80,29.00,25
350.82,28.80,29.00,43
351.85,28.80,29.00,25
352.87,28.80,29.00,43
353.90,28.80,29.00,25
354.93,28.80,29.00,25
355.95,28.89,29.00,4
356.98,28.89,29.00,22
358.00,28.89,29.00,22
359.03,28.80,29.00,44
360.05,28.89,29.00,22
361.08,28.89,29.00,22
362.11,28.89,29.00,22
363.13,28.89,29.00,22
364.16,28.80,29.00,44
365.19,28.89,29.00,22
366.21,28.89,29.00,22
367.24,28.89,29.00,40
368.26,28.89,29.00,22
369.29,28.89,29.00,22
370.31,28.89,29.00,40
371.34,28.89,29.00,22
372.36,28.89,29.00,22
373.39,28.89,29.00,40
374.42,28.89,29.00,22
375.44,28.89,29.00,22
376.47,28.98,29.00,0
377.49,28.89,29.00,22
378.52,28.98,29.00,1
379.55,28.89,29.00,58
380.57,28.98,29.00,0
381.60,28.98,29.00,0
382.62,28.98,29.00,1
383.65,28.89,29.00,40
384.67,28.98,29.00,18
385.70,28.98,29.00,18
386.73,28.89,29.00,22
387.75,28.98,29.00,18
388.78,28.98,29.00,18
389.80,28.89,29.00,40
390.83,28.98,29.00,18
391.86,28.89,29.00,22
392.88,28.98,29.00,18
393.91,28.98,29.00,55
394.93,28.98,29.00,18
395.96,28.98,29.00,18
396.98,28.98,29.00,18
398.01,28.98,29.00,18
399.04,28.98,29.00,18
400.06,28.98,29.00,18
401.09,28.98,29.00,18
402.11,28.98,29.00,36
403.14,28.98,29.00,18
404.17,28.98,29.00,18
405.19,28.98,29.00,18
406.22,28.98,29.00,18
407.24,28.98,29.00,36
408.27,28.98,29.00,18
409.29,29.07,29.00,15
410.32,28.98,29.00,18
411.35,29.07,29.00,0
412.37,28.98,29.00,37
413.40,28.98,29.00,18
414.42,28.98,29.00,37
415.45,28.98,29.00,18
416.48,29.07,29.00,0
417.50,29.07,29.00,0
418.53,28.98,29.00,37
419.55,28.98,29.00,18
420.58,29.07,29.00,15
421.60,28.98,29.00,18
422.63,28.98,29.00,36
423.66,28.98,29.00,36
424.68,29.07,29.00,15
425.71,29.07,29.00,15
426.73,29.07,29.00,0
427.76,29.07,29.00,15
428.79,29.07,29.00,15
429.81,29.07,29.00,15
430.84,29.07,29.00,15
431.86,29.07,29.00,15
432.89,29.07,29.00,15
433.91,29.07,29.00,15
434.94,29.07,29.00,15
435.97,29.07,29.00,15
436.99,29.07,29.00,15
438.02,29.07,29.00,15
439.04,29.07,29.00,15
440.07,29.07,29.00,15
441.09,29.07,29.00,15
442.12,29.07,29.00,15
443.15,29.07,29.00,0
444.17,29.07,29.00,15
445.20,29.07,29.00,0
446.22,29.07,29.00,15
447.25,29.07,29.00,0
448.27,29.07,29.00,15
449.30,29.07,29.00,15
450.33,29.07,29.00,15
451.35,29.07,29.00,15
452.38,28.98,29.00,36
453.40,29.16,29.00,11
454.43,29.07,29.00,15
455.45,29.07,29.00,33
456.48,29.07,29.00,15
457.51,29.07,29.00,15
458.53,29.16,29.00,0
459.56,29.25,29.00,0
460.58,29.07,29.00,15
461.61,29.07,29.00,15
462.64,29.07,29.00,15
463.66,29.16,29.00,0
464.69,28.98,29.00,36
465.71,29.25,29.00,0
466.74,29.16,29.00,11
467.76,29.07,29.00,15
468.79,29.16,29.00,0
469.82,29.07,29.00,15
470.84,29.16,29.00,11
471.87,29.07,29.00,33
472.89,29.07,29.00,15
473.92,29.16,29.00,0
474.95,29.07,29.00,15
475.97,29.16,29.00,11
477.00,29.16,29.00,11
478.02,29.16,29.00,11
479.05,29.16,29.00,11
480.07,29.07,29.00,15
481.10,29.16,29.00,11
482.13,29.07,29.00,15
483.15,29.16,29.00,11
484.18,29.07,29.00,33
485.20,29.16,29.00,0
486.23,29.16,29.00,11
487.26,29.07,29.00,14
488.28,29.16,29.00,11
489.31,29.16,29.00,0
490.33,29.16,29.00,11
491.36,29.16,29.00,11
492.39,29.16,29.00,11
493.41,29.16,29.00,11
494.44,29.16,29.00,11
495.46,29.16,29.00,11
496.49,29.07,29.00,14
497.51,29.16,29.00,11
498.54,29.16,29.00,11
499.57,29.16,29.00,11
500.59,29.16,29.00,11
501.62,29.07,29.00,32
502.64,29.16,29.00,11
503.67,29.07,29.00,33
504.70,29.16,29.00,11
505.72,29.16,29.00,11
506.75,29.16,29.00,11
507.77,29.16,29.00,0
508.80,29.07,29.00,14
509.83,29.16,29.00,11
510.85,29.16,29.00,11
511.88,29.07,29.00,33
512.90,29.25,29.00,0
513.93,29.16,29.00,11
514.95,29.16,29.00,11
515.98,29.16,29.00,11
517.01,29.07,29.00,32
518.03,29.16,29.00,0
519.06,29.16,29.00,11
520.08,29.16,29.00,11
521.11,29.16,29.00,11
522.13,29.16,29.00,11
523.16,29.16,29.00,11
524.19,29.07,29.00,14
525.21,29.16,29.00,11
526.24,29.16,29.00,0
527.26,29.07,29.00,32
528.29,29.16,29.00,11
529.31,29.16,29.00,11
530.34,29.16,29.00,11
531.37,29.07,29.00,0
532.39,29.07,29.00,32
533.42,29.16,29.00,0
534.44,29.25,29.00,0
535.47,29.16,29.00,10
536.50,29.16,29.00,10
537.52,29.16,29.00,10
538.55,29.16,29.00,10
539.57,29.16,29.00,10
540.60,29.07,29.00,14
541.63,29.16,29.00,10
542.65,29.16,29.00,10
543.68,29.16,29.00,10
544.70,29.16,29.00,10
545.73,29.16,29.00,10
546.75,29.16,29.00,10
547.78,29.16,29.00,10
548.80,28.89,29.00,75
549.83,29.16,29.00,0
550.86,29.16,29.00,10
551.88,29.16,29.00,10
552.91,29.16,29.00,10
553.93,29.16,29.00,10
554.96,29.16,29.00,10
555.99,29.16,29.00,10
557.01,29.07,29.00,32
558.04,29.16,29.00,10
559.06,29.16,29.00,10
560.09,29.16,29.00,10
561.11,29.16,29.00,10
562.14,29.16,29.00,10
563.17,29.16,29.00,10
564.19,29.16,29.00,10
565.22,29.16,29.00,10
566.24,29.07,29.00,32
567.27,29.16,29.00,28
568.30,29.16,29.00,10
569.32,29.16,29.00,10
570.35,29.16,29.00,10
571.37,29.16,29.00,0
572.40,29.16,29.00,10
573.42,29.16,29.00,10
574.45,29.16,29.00,10
575.48,29.16,29.00,10
576.50,29.25,29.00,0
577.53,29.07,29.00,32
578.55,29.16,29.00,10
579.58,29.07,29.00,0
580.60,29.16,29.00,28
581.63,28.89,29.00,75
582.66,29.07,29.00,32
583.68,29.16,29.00,10
584.71,29.16,29.00,10
585.73,29.16,29.00,10
586.76,29.16,29.00,10
587.79,29.16,29.00,10
588.81,29.16,29.00,10
589.84,29.16,29.00,10
590.86,29.16,29.00,10
591.89,29.16,29.00,10
592.91,29.07,29.00,32
593.94,29.16,29.00,10
594.97,29.16,29.00,10
595.99,29.16,29.00,10
597.02,29.07,29.00,14
598.04,29.16,29.00,10
599.07,29.16,29.00,10
600.10,29.16,29.00,10
601.12,29.16,29.00,10
602.15,29.16,29.00,10
603.17,29.16,29.00,10
604.20,29.16,29.00,10
605.22,29.25,29.00,0
606.25,29.16,29.00,0
607.28,29.16,29.00,10
608.30,29.16,29.00,10
609.33,29.16,29.00,10
610.35,29.16,29.00,10
611.38,29.16,29.00,10
612.41,29.16,29.00,10
613.43,29.07,29.00,32
614.46,29.16,29.00,10
615.48,28.98,29.00,54
616.51,29.16,29.00,10
617.53,29.16,29.00,10
618.56,29.16,29.00,10
619.59,29.16,29.00,10
620.61,29.16,29.00,10
621.64,29.16,29.00,10
622.66,29.16,29.00,0
623.69,29.16,29.00,10
624.72,29.16,29.00,0
625.74,29.16,29.00,10
626.77,29.16,29.00,10
627.79,29.16,29.00,10
628.82,29.16,29.00,10
629.84,29.07,29.00,13
630.87,29.34,29.00,0
631.90,28.61,29.00,122
632.92,29.16,29.00,10
633.95,29.16,29.00,10
634.97,29.16,29.00,10
636.00,29.16,29.00,10
637.03,29.16,29.00,28
638.05,29.16,29.00,10
639.08,29.07,29.00,13
640.10,29.34,29.00,0
641.13,29.16,29.00,10
642.16,29.16,29.00,10
643.18,29.16,29.00,10
644.21,29.16,29.00,10
645.23,29.16,29.00,10
646.26,29.25,29.00,0
647.28,29.16,29.00,10
648.31,29.16,29.00,10
649.34,29.16,29.00,10
650.36,29.07,29.00,13
651.39,29.16,29.00,46
652.41,29.16,29.00,0
653.44,29.16,29.00,10
654.47,29.07,29.00,31
655.49,29.16,29.00,0
656.52,29.16,29.00,10
657.54,29.16,29.00,0
658.57,29.16,29.00,10
659.59,29.07,29.00,31
660.62,29.16,29.00,0
661.65,29.16,29.00,10
662.67,29.16,29.00,0
663.70,29.16,29.00,10
664.72,29.07,29.00,13
665.75,29.16,29.00,0
666.78,29.07,29.00,31
667.80,29.07,29.00,13
668.83,29.16,29.00,9
669.85,29.16,29.00,0
670.88,29.16,29.00,9
671.90,29.07,29.00,13
672.93,29.16,29.00,9
673.96,29.16,29.00,0
674.98,29.07,29.00,13
676.01,29.16,29.00,0
677.03,29.16,29.00,0
678.06,29.16,29.00,0
679.09,29.07,29.00,13
680.11,29.16,29.00,9
681.14,29.07,29.00,13
682.16,29.07,29.00,31
683.19,29.07,29.00,31
684.21,29.07,29.00,13
685.24,29.07,29.00,13
686.27,29.07,29.00,13
687.29,29.16,29.00,0
688.32,29.07,29.00,13
689.34,29.07,29.00,31
690.37,29.07,29.00,13
691.40,29.07,29.00,13
692.42,29.16,29.00,9
693.45,29.16,29.00,0
694.47,29.07,29.00,13
695.50,29.07,29.00,13
696.52,29.07,29.00,13
697.55,29.07,29.00,31
698.58,29.07,29.00,13
699.60,29.07,29.00,13
700.63,29.07,29.00,31
701.65,29.07,29.00,31
702.68,29.16,29.00,0
703.71,29.16,29.00,0
704.73,29.16,29.00,0
705.76,29.07,29.00,13
706.78,29.07,29.00,31
707.81,29.07,29.00,13
708.83,29.16,29.00,0
709.86,29.07,29.00,13
710.89,29.07,29.00,13
711.91,29.07,29.00,13
712.94,29.07,29.00,13
713.96,29.16,29.00,0
714.99,28.71,29.00,100
716.01,29.16,29.00,9
717.04,29.07,29.00,13
718.07,29.07,29.00,31
719.09,29.07,29.00,13
720.12,29.07,29.00,68
721.14,29.07,29.00,13
722.17,29.07,29.00,13
723.19,29.07,29.00,13
724.22,29.07,29.00,13
725.25,29.07,29.00,31
726.27,29.07,29.00,13
727.30,29.07,29.00,31
728.32,29.07,29.00,13
729.35,29.07,29.00,13
730.38,29.16,29.00,0
731.40,29.07,29.00,13
732.43,29.07,29.00,13
733.45,29.07,29.00,49
734.48,29.07,29.00,31
735.51,29.07,29.00,13
736.53,29.07,29.00,13
737.56,29.07,29.00,13
738.58,29.07,29.00,13
739.61,29.07,29.00,31
740.63,29.07,29.00,13
741.66,29.07,29.00,13
742.69,29.07,29.00,13
743.71,29.07,29.00,13
744.74,29.16,29.00,0
745.76,28.98,29.00,35
746.79,29.07,29.00,13
747.81,29.07,29.00,13
748.84,29.07,29.00,13
749.86,29.16,29.00,0
750.89,29.07,29.00,13
751.92,29.07,29.00,13
752.94,29.07,29.00,13
753.97,29.07,29.00,13
755.00,29.16,29.00,0
756.02,29.16,29.00,0
757.05,28.98,29.00,16
758.07,29.07,29.00,13
759.10,29.07,29.00,13
760.12,29.07,29.00,13
761.15,29.07,29.00,13
762.17,29.07,29.00,13
763.20,29.07,29.00,13
764.23,29.07,29.00,13
765.25,29.07,29.00,13
766.28,29.07,29.00,13
767.30,29.16,29.00,0
768.33,28.98,29.00,34
769.35,29.07,29.00,13
770.38,29.07,29.00,13
771.41,29.07,29.00,13
772.43,29.07,29.00,13
773.46,29.07,29.00,13
774.48,29.07,29.00,13
775.51,28.89,29.00,56
776.54,29.07,29.00,0
777.56,28.98,29.00,34
778.59,29.07,29.00,13
779.61,29.07,29.00,13
780.64,29.07,29.00,13
781.66,29.07,29.00,13
782.69,29.07,29.00,13
783.72,29.25,29.00,0
784.74,28.71,29.00,82
785.77,28.80,29.00,78
786.79,29.07,29.00,0
787.82,29.07,29.00,13
788.84,29.07,29.00,13
789.87,29.07,29.00,13
790.90,29.07,29.00,13
791.92,29.07,29.00,13
792.95,29.07,29.00,13
793.97,28.98,29.00,34
795.00,29.07,29.00,49
796.03,29.07,29.00,13
797.05,29.16,29.00,0
798.08,29.07,29.00,13
799.10,29.07,29.00,13
800.13,29.07,29.00,13
801.16,29.07,29.00,13
802.18,29.07,29.00,13
803.21,29.07,29.00,13
804.23,29.07,29.00,13
805.26,29.07,29.00,13
806.28,29.07,29.00,13
807.31,29.07,29.00,13
808.34,29.07,29.00,13
809.36,28.98,29.00,34
810.39,29.07,29.00,30
811.41,28.98,29.00,34
