Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
337.40,29.71,30.00,14
338.42,29.80,30.00,9
339.45,29.62,30.00,19
340.48,29.71,30.00,14
341.50,29.71,30.00,14
342.53,29.71,30.00,14
343.55,29.71,30.00,14
344.58,29.71,30.00,14
345.60,29.71,30.00,14
346.63,29.71,30.00,14
347.65,29.71,30.00,14
348.68,29.71,30.00,14
349.70,29.71,30.00,14
350.73,29.80,30.00,9
351.76,29.71,30.00,14
352.78,29.71,30.00,14
353.81,29.71,30.00,14
354.83,29.71,30.00,14
355.86,29.80,30.00,9
356.88,29.71,30.00,14
357.91,29.80,30.00,9
358.94,30.08,30.00,0
359.96,29.80,30.00,9
360.98,29.71,30.00,14
362.01,29.80,30.00,9
363.04,29.71,30.00,14
364.06,29.80,30.00,9
365.09,29.71,30.00,14
366.11,29.80,30.00,9
367.14,29.71,30.00,14
368.16,29.80,30.00,9
369.19,29.80,30.00,9
370.21,29.80,30.00,9
371.24,29.80,30.00,9
372.27,29.80,30.00,9
373.29,29.80,30.00,9
374.32,29.80,30.00,9
375.34,29.80,30.00,9
376.37,29.80,30.00,9
377.39,29.80,30.00,9
378.42,29.80,30.00,9
379.44,29.80,30.00,9
380.47,29.80,30.00,9
381.49,29.80,30.00,9
382.52,29.71,30.00,14
383.55,29.80,30.00,9
384.57,29.71,30.00,14
385.60,29.89,30.00,5
386.62,29.71,30.00,14
387.65,29.89,30.00,5
388.67,29.80,30.00,9
389.70,29.89,30.00,5
390.72,29.71,30.00,14
391.75,29.89,30.00,5
392.77,29.80,30.00,9
393.80,29.80,30.00,9
394.83,29.80,30.00,9
395.85,29.80,30.00,9
396.88,29.80,30.00,9
397.90,29.80,30.00,9
398.93,29.80,30.00,9
399.95,29.80,30.00,9
400.98,29.80,30.00,9
402.00,29.80,30.00,9
403.03,29.80,30.00,9
404.05,29.80,30.00,9
405.08,29.80,30.00,9
406.11,29.80,30.00,9
407.13,29.89,30.00,5
408.16,29.71,30.00,14
409.18,29.89,30.00,5
410.21,29.80,30.00,9
411.23,29.89,30.00,5
412.26,29.80,30.00,9
413.28,29.80,30.00,9
414.31,29.80,30.00,9
415.33,29.80,30.00,9
416.36,29.80,30.00,9
417.38,29.80,30.00,9
418.41,29.89,30.00,5
419.44,29.71,30.00,14
420.46,29.89,30.00,5
421.49,29.80,30.00,9
422.51,29.80,30.00,9
423.54,29.71,30.00,14
424.56,29.89,30.00,5
425.59,29.71,30.00,14
426.61,29.80,30.00,9
427.64,29.80,30.00,9
428.66,29.80,30.00,9
429.69,29.80,30.00,9
430.72,29.80,30.00,9
431.74,29.80,30.00,9
432.77,29.80,30.00,9
433.79,29.80,30.00,9
434.82,29.80,30.00,9
435.84,29.80,30.00,9
436.87,29.80,30.00,9
437.89,29.80,30.00,9
438.92,29.80,30.00,9
439.94,29.80,30.00,9
440.97,29.80,30.00,9
442.00,29.80,30.00,9
443.02,29.80,30.00,9
444.05,29.80,30.00,9
445.07,29.80,30.00,9
446.10,29.80,30.00,9
447.12,29.80,30.00,9
448.15,29.80,30.00,9
449.17,29.80,30.00,9
450.20,29.80,30.00,9
451.22,29.80,30.00,9
452.25,29.71,30.00,14
453.27,29.71,30.00,14
454.30,29.71,30.00,14
455.33,29.71,30.00,14
456.35,29.71,30.00,14
457.38,29.62,30.00,19
458.40,29.80,30.00,9
459.43,29.71,30.00,14
460.45,29.71,30.00,14
461.48,29.71,30.00,14
462.50,29.71,30.00,14
463.53,29.71,30.00,14
464.56,29.71,30.00,14
465.58,29.71,30.00,14
466.61,29.71,30.00,14
467.63,29.71,30.00,14
468.66,29.71,30.00,14
469.68,29.71,30.00,14
470.71,29.71,30.00,14
471.73,29.71,30.00,14
472.76,29.71,30.00,14
473.79,29.71,30.00,14
474.81,29.71,30.00,14
475.84,29.71,30.00,14
476.86,29.71,30.00,14
477.89,29.71,30.00,14
478.91,29.71,30.00,14
479.94,29.71,30.00,14
480.96,29.71,30.00,14
481.99,29.71,30.00,14
483.02,29.53,30.00,23
484.04,29.71,30.00,14
485.07,29.71,30.00,14
486.09,29.71,30.00,14
487.12,30.17,30.00,0
488.14,29.71,30.00,14
489.17,29.62,30.00,19
490.19,29.71,30.00,14
491.22,29.62,30.00,19
492.25,29.71,30.00,14
493.27,29.62,30.00,19
494.30,29.71,30.00,14
495.32,29.62,30.00,19
496.35,29.71,30.00,14
497.37,29.62,30.00,19
498.40,29.62,30.00,19
499.42,29.62,30.00,19
500.45,29.62,30.00,19
501.48,29.62,30.00,19
502.50,29.62,30.00,19
503.53,29.62,30.00,19
504.55,29.62,30.00,19
